student_id,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,attendance_percentage,average_score,performance_level
5475,Female,Group E,Some college,Free/Reduced,Completed,22.0,51.0,81.0,89.16,51.333333333333336,Medium
5476,Male,Group C,Master's degree,Standard,Completed,72.0,99.0,16.0,75.49,62.333333333333336,Medium
5477,Male,Group C,Some college,Standard,,29.0,82.0,72.0,64.03,61.0,Medium
5478,Female,Group A,Some college,Free/Reduced,Completed,18.0,93.0,46.0,75.73,52.333333333333336,Medium
5479,Female,Group C,Some college,Standard,Completed,66.0,51.0,81.0,66.35,66.0,Medium
5480,Female,Group B,High school,Standard,,49.0,54.0,55.0,75.63,52.666666666666664,Medium
5481,Male,Group C,High school,Free/Reduced,Completed,47.0,17.0,52.0,71.9,38.666666666666664,Low
5482,Male,Group A,High school,Standard,Completed,2.0,89.0,17.0,83.97,36.0,Low
5483,Male,Group A,Some college,Standard,Completed,97.0,16.0,68.0,74.46,60.333333333333336,Medium
5484,Female,Group B,High school,Standard,Completed,65.0,74.0,47.0,88.22,62.0,Medium
5485,Female,Group A,Associate degree,Standard,Completed,49.0,51.0,8.0,80.49,36.0,Low
5486,Male,Group D,High school,Free/Reduced,,86.0,44.0,53.0,96.78,61.0,Medium
5487,Female,Group E,Bachelor's degree,Free/Reduced,,95.0,55.0,34.0,63.64,61.333333333333336,Medium
5488,Male,Group C,High school,Free/Reduced,,98.0,92.0,45.0,87.51,78.33333333333333,High
5489,Female,Group D,High school,Free/Reduced,,39.0,53.0,50.0,86.9,47.333333333333336,Low
5490,Male,Group C,High school,Standard,,17.0,8.0,40.0,98.03,21.666666666666668,Low
5491,Female,Group D,High school,Standard,Completed,26.0,16.0,50.0,74.86,30.666666666666668,Low
5492,Male,Group C,Bachelor's degree,Standard,Completed,10.0,26.0,31.0,72.22,22.333333333333332,Low
5493,Male,Group B,Master's degree,Standard,,38.0,36.0,83.0,66.9,52.333333333333336,Medium
5494,Male,Group A,High school,Free/Reduced,,18.0,21.0,76.0,70.61,38.333333333333336,Low
5495,Male,Group A,Associate degree,Standard,,88.0,51.0,39.0,80.08,59.333333333333336,Medium
5496,Male,Group B,Bachelor's degree,Standard,Completed,6.0,66.0,50.0,93.51,40.666666666666664,Low
5497,Male,Group D,Master's degree,Free/Reduced,Completed,94.0,37.0,61.0,71.37,64.0,Medium
5498,Female,Group E,High school,Free/Reduced,Completed,56.0,98.0,45.0,66.31,66.33333333333333,Medium
5499,Female,Group D,Master's degree,Free/Reduced,Completed,1.0,95.0,47.0,70.89,47.666666666666664,Low
5500,Female,Group A,Associate degree,Standard,Completed,37.0,71.0,42.0,64.04,50.0,Medium
5501,Male,Group E,Bachelor's degree,Free/Reduced,Completed,4.0,43.0,50.0,97.07,32.333333333333336,Low
5502,Male,Group C,Bachelor's degree,Standard,,77.0,90.0,60.0,94.9,75.66666666666667,High
5503,Female,Group E,Master's degree,Standard,Completed,81.0,95.0,41.0,72.34,72.33333333333333,Medium
5504,Male,Group D,High school,Free/Reduced,,35.0,35.0,25.0,69.88,31.666666666666668,Low
5505,Male,Group B,Some college,Free/Reduced,,67.0,97.0,10.0,96.22,58.0,Medium
5506,Male,Group C,Bachelor's degree,Free/Reduced,Completed,87.0,24.0,24.0,60.07,45.0,Low
5507,Male,Group D,Some college,Standard,Completed,76.0,94.0,39.0,84.02,69.66666666666667,Medium
5508,Male,Group C,Bachelor's degree,Standard,Completed,84.0,41.0,24.0,96.64,49.666666666666664,Low
5509,Female,Group E,High school,Standard,Completed,56.0,12.0,83.0,80.34,50.333333333333336,Medium
5510,Female,Group A,High school,Free/Reduced,Completed,96.0,55.0,74.0,60.12,75.0,High
5511,Female,Group D,Bachelor's degree,Standard,Completed,19.0,78.0,73.0,68.75,56.666666666666664,Medium
5512,Female,Group B,Master's degree,Standard,Completed,4.0,50.0,51.0,96.9,35.0,Low
5513,Female,Group E,High school,Standard,Completed,23.0,49.0,2.0,60.68,24.666666666666668,Low
5514,Male,Group D,High school,Standard,,98.0,76.0,38.0,75.79,70.66666666666667,Medium
5515,Male,Group B,Associate degree,Free/Reduced,,29.0,51.0,90.0,91.59,56.666666666666664,Medium
5516,Male,Group D,High school,Standard,Completed,27.0,32.0,34.0,93.52,31.0,Low
5517,Male,Group E,Associate degree,Free/Reduced,,52.0,94.0,39.0,79.1,61.666666666666664,Medium
5518,Female,Group D,High school,Free/Reduced,Completed,50.0,24.0,94.0,69.3,56.0,Medium
5519,Female,Group C,High school,Standard,,6.0,57.0,50.0,83.99,37.666666666666664,Low
5520,Female,Group E,Master's degree,Standard,,41.0,39.0,21.0,70.55,33.666666666666664,Low
5521,Male,Group D,Master's degree,Free/Reduced,Completed,34.0,86.0,61.0,70.21,60.333333333333336,Medium
5522,Female,Group A,High school,Standard,Completed,93.0,37.0,18.0,92.3,49.333333333333336,Low
5523,Male,Group D,Bachelor's degree,Free/Reduced,Completed,33.0,2.0,13.0,66.17,16.0,Low
5524,Female,Group C,Bachelor's degree,Standard,,72.0,15.0,100.0,60.22,62.333333333333336,Medium
5525,Female,Group B,High school,Standard,,75.0,1.0,49.0,73.47,41.666666666666664,Low
5526,Male,Group B,Bachelor's degree,Free/Reduced,Completed,53.0,22.0,61.0,79.64,45.333333333333336,Low
5527,Male,Group B,High school,Standard,,28.0,97.0,86.0,88.2,70.33333333333333,Medium
5528,Female,Group A,Master's degree,Free/Reduced,Completed,9.0,29.0,89.0,91.24,42.333333333333336,Low
5529,Female,Group C,Some college,Free/Reduced,,26.0,9.0,42.0,86.54,25.666666666666668,Low
5530,Male,Group E,Associate degree,Standard,Completed,82.0,64.0,54.0,85.06,66.66666666666667,Medium
5531,Female,Group B,Bachelor's degree,Free/Reduced,,12.0,21.0,39.0,86.63,24.0,Low
5532,Female,Group C,Bachelor's degree,Standard,Completed,41.0,51.0,11.0,70.86,34.333333333333336,Low
5533,Male,Group D,Master's degree,Standard,Completed,36.0,55.0,64.0,75.29,51.666666666666664,Medium
5534,Female,Group A,Bachelor's degree,Standard,Completed,60.0,32.0,33.0,84.66,41.666666666666664,Low
5535,Male,Group C,High school,Free/Reduced,,95.0,51.0,82.0,62.62,76.0,High
5536,Female,Group C,High school,Standard,Completed,78.0,85.0,22.0,71.81,61.666666666666664,Medium
5537,Male,Group E,Some college,Standard,,20.0,79.0,70.0,76.26,56.333333333333336,Medium
5538,Female,Group C,Some college,Free/Reduced,Completed,2.0,29.0,6.0,81.34,12.333333333333334,Low
5539,Male,Group E,Some college,Free/Reduced,Completed,7.0,81.0,64.0,79.46,50.666666666666664,Medium
5540,Female,Group A,High school,Free/Reduced,Completed,69.0,23.0,17.0,88.73,36.333333333333336,Low
5541,Male,Group A,Some college,Free/Reduced,,49.0,4.0,7.0,78.94,20.0,Low
5542,Female,Group D,Some college,Standard,,82.0,52.0,88.0,96.17,74.0,Medium
5543,Female,Group E,High school,Standard,,16.0,100.0,41.0,75.21,52.333333333333336,Medium
5544,Female,Group E,Master's degree,Standard,Completed,9.0,54.0,92.0,81.01,51.666666666666664,Medium
5545,Female,Group B,Bachelor's degree,Standard,,96.0,22.0,86.0,60.13,68.0,Medium
5546,Female,Group B,Associate degree,Free/Reduced,Completed,12.0,90.0,92.0,72.42,64.66666666666667,Medium
5547,Female,Group D,High school,Free/Reduced,Completed,49.0,75.0,0.0,94.66,41.333333333333336,Low
5548,Female,Group A,High school,Standard,Completed,11.0,9.0,78.0,73.34,32.666666666666664,Low
5549,Female,Group B,Associate degree,Free/Reduced,Completed,65.0,97.0,14.0,70.13,58.666666666666664,Medium
5550,Female,Group C,Associate degree,Free/Reduced,Completed,73.0,32.0,27.0,81.74,44.0,Low
5551,Male,Group A,Some college,Free/Reduced,,84.0,79.0,35.0,63.15,66.0,Medium
5552,Male,Group C,Associate degree,Free/Reduced,,49.0,92.0,95.0,81.26,78.66666666666667,High
5553,Female,Group E,Bachelor's degree,Free/Reduced,Completed,64.0,61.0,45.0,72.15,56.666666666666664,Medium
5554,Male,Group A,Bachelor's degree,Standard,Completed,96.0,81.0,76.0,75.32,84.33333333333333,High
5555,Female,Group D,Bachelor's degree,Standard,,49.0,51.0,20.0,91.65,40.0,Low
5556,Female,Group E,Bachelor's degree,Free/Reduced,Completed,60.0,6.0,48.0,86.48,38.0,Low
5557,Male,Group E,Bachelor's degree,Free/Reduced,Completed,25.0,99.0,38.0,77.84,54.0,Medium
5558,Female,Group C,Some college,Standard,Completed,14.0,26.0,37.0,83.1,25.666666666666668,Low
5559,Female,Group E,High school,Standard,Completed,21.0,73.0,8.0,90.67,34.0,Low
5560,Male,Group B,Associate degree,Free/Reduced,,88.0,9.0,19.0,89.83,38.666666666666664,Low
5561,Male,Group A,High school,Free/Reduced,Completed,49.0,74.0,83.0,67.41,68.66666666666667,Medium
5562,Female,Group B,Associate degree,Free/Reduced,,25.0,56.0,7.0,72.04,29.333333333333332,Low
5563,Male,Group C,Some college,Standard,,20.0,29.0,13.0,73.93,20.666666666666668,Low
5564,Male,Group C,Some college,Free/Reduced,,23.0,2.0,61.0,67.5,28.666666666666668,Low
5565,Female,Group A,Master's degree,Free/Reduced,,15.0,28.0,83.0,60.49,42.0,Low
5566,Male,Group E,Master's degree,Free/Reduced,Completed,31.0,13.0,34.0,66.96,26.0,Low
5567,Male,Group D,Master's degree,Free/Reduced,Completed,15.0,76.0,54.0,92.33,48.333333333333336,Low
5568,Female,Group C,Some college,Free/Reduced,Completed,76.0,82.0,44.0,81.84,67.33333333333333,Medium
5569,Male,Group A,Associate degree,Free/Reduced,,41.0,24.0,20.0,73.67,28.333333333333332,Low
5570,Male,Group D,Some college,Free/Reduced,,31.0,9.0,52.0,84.33,30.666666666666668,Low
5571,Female,Group E,High school,Free/Reduced,,49.0,78.0,53.0,89.59,60.0,Medium
5572,Female,Group C,Associate degree,Standard,Completed,40.0,91.0,85.0,74.18,72.0,Medium
5573,Female,Group A,Some college,Standard,Completed,23.0,48.0,42.0,78.64,37.666666666666664,Low
5574,Male,Group A,Associate degree,Standard,Completed,12.0,37.0,50.0,62.57,33.0,Low
5575,Female,Group A,Master's degree,Free/Reduced,,74.0,70.0,50.0,83.88,64.66666666666667,Medium
5576,Female,Group C,Bachelor's degree,Standard,,78.0,13.0,43.0,74.26,44.666666666666664,Low
5577,Male,Group D,Master's degree,Standard,Completed,9.0,29.0,90.0,77.34,42.666666666666664,Low
5578,Female,Group A,Associate degree,Standard,,41.0,51.0,67.0,76.9,53.0,Medium
5579,Female,Group E,Associate degree,Standard,,40.0,11.0,3.0,85.3,18.0,Low
5580,Female,Group A,Bachelor's degree,Standard,Completed,2.0,91.0,62.0,82.9,51.666666666666664,Medium
5581,Female,Group D,Some college,Free/Reduced,,54.0,13.0,91.0,76.88,52.666666666666664,Medium
5582,Male,Group C,Associate degree,Standard,,15.0,0.0,90.0,60.68,35.0,Low
5583,Female,Group A,Bachelor's degree,Free/Reduced,Completed,43.0,67.0,57.0,84.84,55.666666666666664,Medium
5584,Female,Group A,High school,Free/Reduced,,80.0,48.0,53.0,95.18,60.333333333333336,Medium
5585,Male,Group E,Bachelor's degree,Standard,,88.0,17.0,80.0,90.78,61.666666666666664,Medium
5586,Female,Group E,Master's degree,Free/Reduced,,29.0,35.0,37.0,99.26,33.666666666666664,Low
5587,Male,Group A,Master's degree,Standard,,98.0,63.0,59.0,65.56,73.33333333333333,Medium
5588,Male,Group A,Some college,Free/Reduced,Completed,36.0,95.0,51.0,68.9,60.666666666666664,Medium
5589,Male,Group E,Some college,Free/Reduced,Completed,59.0,27.0,28.0,81.57,38.0,Low
5590,Female,Group D,Master's degree,Standard,,76.0,91.0,39.0,69.44,68.66666666666667,Medium
5591,Male,Group B,Master's degree,Free/Reduced,Completed,23.0,31.0,70.0,61.38,41.333333333333336,Low
5592,Male,Group B,Associate degree,Free/Reduced,Completed,25.0,71.0,7.0,76.09,34.333333333333336,Low
5593,Male,Group A,Master's degree,Free/Reduced,Completed,57.0,24.0,96.0,71.51,59.0,Medium
5594,Female,Group E,Some college,Free/Reduced,,8.0,46.0,95.0,70.55,49.666666666666664,Low
5595,Female,Group C,Master's degree,Free/Reduced,,60.0,19.0,34.0,98.13,37.666666666666664,Low
5596,Female,Group C,Some college,Free/Reduced,Completed,18.0,32.0,81.0,69.54,43.666666666666664,Low
5597,Female,Group B,High school,Free/Reduced,Completed,27.0,29.0,15.0,65.18,23.666666666666668,Low
5598,Female,Group D,Master's degree,Free/Reduced,Completed,6.0,36.0,17.0,65.01,19.666666666666668,Low
5599,Female,Group B,Some college,Standard,Completed,44.0,79.0,58.0,92.25,60.333333333333336,Medium
5600,Female,Group A,Bachelor's degree,Free/Reduced,,85.0,52.0,88.0,88.59,75.0,High
5601,Male,Group D,Associate degree,Standard,Completed,93.0,88.0,33.0,65.18,71.33333333333333,Medium
5602,Male,Group C,Some college,Standard,,62.0,73.0,3.0,68.79,46.0,Low
5603,Male,Group E,Master's degree,Free/Reduced,,36.0,68.0,68.0,89.89,57.333333333333336,Medium
5604,Male,Group E,Master's degree,Free/Reduced,,15.0,7.0,77.0,70.98,33.0,Low
5605,Female,Group A,High school,Standard,,99.0,96.0,64.0,99.26,86.33333333333333,High
5606,Male,Group B,Bachelor's degree,Standard,,4.0,100.0,60.0,81.62,54.666666666666664,Medium
5607,Male,Group A,Some college,Standard,,28.0,0.0,85.0,67.68,37.666666666666664,Low
5608,Male,Group E,Bachelor's degree,Free/Reduced,,51.0,94.0,45.0,94.35,63.333333333333336,Medium
5609,Male,Group C,High school,Free/Reduced,Completed,22.0,6.0,20.0,72.78,16.0,Low
5610,Female,Group E,Associate degree,Free/Reduced,,5.0,61.0,76.0,71.55,47.333333333333336,Low
5611,Female,Group D,Bachelor's degree,Standard,Completed,35.0,51.0,99.0,73.1,61.666666666666664,Medium
5612,Female,Group E,High school,Free/Reduced,Completed,56.0,57.0,92.0,90.73,68.33333333333333,Medium
5613,Male,Group E,Some college,Free/Reduced,Completed,32.0,87.0,50.0,66.93,56.333333333333336,Medium
5614,Female,Group D,Associate degree,Free/Reduced,Completed,48.0,77.0,72.0,75.27,65.66666666666667,Medium
5615,Male,Group B,Master's degree,Free/Reduced,Completed,49.0,86.0,96.0,61.23,77.0,High
5616,Female,Group E,High school,Standard,,79.0,72.0,85.0,93.07,78.66666666666667,High
5617,Female,Group A,Master's degree,Free/Reduced,,54.0,7.0,80.0,73.63,47.0,Low
5618,Female,Group E,Associate degree,Free/Reduced,Completed,97.0,63.0,59.0,69.93,73.0,Medium
5619,Female,Group A,High school,Standard,Completed,25.0,7.0,86.0,83.2,39.333333333333336,Low
5620,Female,Group D,Master's degree,Free/Reduced,Completed,36.0,2.0,35.0,88.2,24.333333333333332,Low
5621,Male,Group E,Associate degree,Standard,,76.0,57.0,5.0,92.52,46.0,Low
5622,Female,Group D,Some college,Standard,Completed,16.0,31.0,38.0,73.91,28.333333333333332,Low
5623,Male,Group D,High school,Free/Reduced,,95.0,67.0,28.0,92.49,63.333333333333336,Medium
5624,Male,Group B,Associate degree,Standard,,31.0,48.0,26.0,78.6,35.0,Low
5625,Male,Group E,Bachelor's degree,Free/Reduced,Completed,27.0,37.0,68.0,64.05,44.0,Low
5626,Male,Group A,Master's degree,Standard,,92.0,1.0,8.0,93.85,33.666666666666664,Low
5627,Male,Group A,High school,Standard,,49.0,8.0,23.0,81.91,26.666666666666668,Low
5628,Female,Group E,Bachelor's degree,Free/Reduced,,46.0,45.0,62.0,84.1,51.0,Medium
5629,Female,Group B,High school,Standard,Completed,21.0,64.0,18.0,97.5,34.333333333333336,Low
5630,Female,Group B,Some college,Free/Reduced,Completed,90.0,48.0,96.0,82.37,78.0,High
5631,Female,Group B,Associate degree,Free/Reduced,Completed,60.0,74.0,29.0,60.22,54.333333333333336,Medium
5632,Male,Group A,High school,Free/Reduced,Completed,43.0,28.0,57.0,94.82,42.666666666666664,Low
5633,Female,Group D,Associate degree,Free/Reduced,Completed,19.0,89.0,39.0,71.39,49.0,Low
5634,Female,Group B,High school,Standard,Completed,49.0,90.0,67.0,80.07,68.66666666666667,Medium
5635,Male,Group A,Some college,Free/Reduced,Completed,87.0,28.0,31.0,68.2,48.666666666666664,Low
5636,Male,Group A,Some college,Standard,Completed,46.0,32.0,64.0,71.88,47.333333333333336,Low
5637,Female,Group D,Bachelor's degree,Free/Reduced,,46.0,27.0,33.0,87.47,35.333333333333336,Low
5638,Female,Group E,Some college,Standard,Completed,71.0,94.0,84.0,77.18,83.0,High
5639,Male,Group E,Associate degree,Standard,,49.0,82.0,30.0,85.09,53.666666666666664,Medium
5640,Female,Group B,Some college,Standard,,54.0,25.0,58.0,92.94,45.666666666666664,Low
5641,Female,Group B,High school,Standard,Completed,77.0,28.0,77.0,73.63,60.666666666666664,Medium
5642,Female,Group D,Some college,Free/Reduced,,38.0,10.0,25.0,82.73,24.333333333333332,Low
5643,Female,Group B,Associate degree,Free/Reduced,,13.0,95.0,21.0,91.1,43.0,Low
5644,Male,Group D,High school,Standard,Completed,68.0,84.0,33.0,88.6,61.666666666666664,Medium
5645,Male,Group A,Bachelor's degree,Standard,,46.0,33.0,96.0,81.59,58.333333333333336,Medium
5646,Male,Group B,Bachelor's degree,Free/Reduced,Completed,20.0,85.0,12.0,75.34,39.0,Low
5647,Female,Group A,Bachelor's degree,Standard,,14.0,47.0,95.0,76.3,52.0,Medium
5648,Female,Group C,High school,Standard,,99.0,26.0,54.0,77.33,59.666666666666664,Medium
5649,Female,Group D,Bachelor's degree,Free/Reduced,Completed,96.0,71.0,7.0,73.95,58.0,Medium
5650,Female,Group C,Some college,Standard,,80.0,39.0,61.0,87.96,60.0,Medium
5651,Female,Group B,High school,Standard,,83.0,30.0,21.0,65.02,44.666666666666664,Low
5652,Male,Group A,High school,Free/Reduced,Completed,0.0,64.0,55.0,98.7,39.666666666666664,Low
5653,Female,Group B,High school,Standard,Completed,79.0,38.0,83.0,91.16,66.66666666666667,Medium
5654,Female,Group C,Master's degree,Free/Reduced,,81.0,97.0,20.0,71.93,66.0,Medium
5655,Male,Group B,Associate degree,Free/Reduced,,9.0,23.0,97.0,61.7,43.0,Low
5656,Female,Group E,Master's degree,Free/Reduced,Completed,22.0,91.0,48.0,88.45,53.666666666666664,Medium
5657,Male,Group C,Master's degree,Free/Reduced,,17.0,67.0,93.0,89.37,59.0,Medium
5658,Male,Group B,Master's degree,Standard,Completed,49.0,81.0,5.0,98.54,45.0,Low
5659,Male,Group A,Associate degree,Free/Reduced,Completed,72.0,92.0,34.0,70.15,66.0,Medium
5660,Male,Group B,Master's degree,Free/Reduced,Completed,93.0,22.0,26.0,63.31,47.0,Low
5661,Male,Group A,Bachelor's degree,Standard,,76.0,100.0,83.0,96.61,86.33333333333333,High
5662,Female,Group E,High school,Free/Reduced,,51.0,60.0,39.0,70.35,50.0,Medium
5663,Male,Group B,High school,Standard,,94.0,26.0,13.0,88.86,44.333333333333336,Low
5664,Male,Group E,Some college,Free/Reduced,Completed,49.0,15.0,73.0,62.43,45.666666666666664,Low
5665,Female,Group C,Master's degree,Free/Reduced,,12.0,44.0,51.0,90.42,35.666666666666664,Low
5666,Female,Group A,Associate degree,Free/Reduced,Completed,95.0,26.0,78.0,65.08,66.33333333333333,Medium
5667,Male,Group C,High school,Free/Reduced,,16.0,72.0,50.0,87.82,46.0,Low
5668,Female,Group A,Master's degree,Standard,Completed,66.0,4.0,42.0,81.29,37.333333333333336,Low
5669,Female,Group E,Some college,Standard,Completed,60.0,58.0,57.0,98.22,58.333333333333336,Medium
5670,Male,Group D,Some college,Standard,,64.0,71.0,2.0,61.48,45.666666666666664,Low
5671,Male,Group B,High school,Free/Reduced,Completed,52.0,81.0,14.0,71.68,49.0,Low
5672,Female,Group E,Bachelor's degree,Free/Reduced,,4.0,51.0,44.0,62.78,33.0,Low
5673,Male,Group A,Some college,Free/Reduced,,31.0,69.0,94.0,95.17,64.66666666666667,Medium
5674,Male,Group A,High school,Standard,,88.0,86.0,10.0,83.76,61.333333333333336,Medium
5675,Female,Group A,Bachelor's degree,Free/Reduced,,44.0,45.0,50.0,81.4,46.333333333333336,Low
5676,Male,Group A,High school,Standard,,55.0,89.0,18.0,65.26,54.0,Medium
5677,Male,Group B,High school,Standard,Completed,4.0,55.0,78.0,79.56,45.666666666666664,Low
5678,Male,Group C,Bachelor's degree,Standard,,100.0,23.0,19.0,75.95,47.333333333333336,Low
5679,Male,Group D,Bachelor's degree,Free/Reduced,Completed,86.0,51.0,85.0,72.63,74.0,Medium
5680,Male,Group B,Bachelor's degree,Free/Reduced,,75.0,78.0,70.0,90.89,74.33333333333333,Medium
5681,Female,Group A,High school,Free/Reduced,Completed,33.0,37.0,55.0,62.45,41.666666666666664,Low
5682,Female,Group B,Some college,Free/Reduced,Completed,60.0,83.0,77.0,85.87,73.33333333333333,Medium
5683,Male,Group E,Associate degree,Standard,,86.0,92.0,3.0,92.92,60.333333333333336,Medium
5684,Female,Group A,Associate degree,Standard,Completed,79.0,69.0,8.0,96.29,52.0,Medium
5685,Male,Group D,High school,Free/Reduced,,61.0,47.0,24.0,89.84,44.0,Low
5686,Male,Group A,High school,Free/Reduced,,68.0,8.0,46.0,71.3,40.666666666666664,Low
5687,Male,Group D,Some college,Free/Reduced,,62.0,49.0,50.0,84.02,53.666666666666664,Medium
5688,Male,Group D,Bachelor's degree,Standard,Completed,43.0,68.0,100.0,65.66,70.33333333333333,Medium
5689,Male,Group C,High school,Free/Reduced,Completed,27.0,47.0,50.0,64.68,41.333333333333336,Low
5690,Female,Group C,Master's degree,Standard,Completed,69.0,38.0,26.0,85.54,44.333333333333336,Low
5691,Female,Group B,Bachelor's degree,Standard,Completed,12.0,82.0,50.0,94.04,48.0,Low
5692,Male,Group B,High school,Standard,,42.0,4.0,50.0,62.69,32.0,Low
5693,Female,Group D,Master's degree,Standard,,29.0,83.0,96.0,64.24,69.33333333333333,Medium
5694,Male,Group A,Some college,Standard,Completed,25.0,10.0,96.0,82.62,43.666666666666664,Low
5695,Female,Group E,Master's degree,Standard,Completed,80.0,59.0,61.0,68.73,66.66666666666667,Medium
5696,Male,Group E,High school,Standard,,62.0,26.0,15.0,84.47,34.333333333333336,Low
5697,Female,Group A,Associate degree,Free/Reduced,Completed,72.0,92.0,86.0,68.58,83.33333333333333,High
5698,Male,Group A,Master's degree,Free/Reduced,,56.0,6.0,45.0,64.66,35.666666666666664,Low
5699,Male,Group C,Associate degree,Free/Reduced,Completed,63.0,59.0,74.0,81.82,65.33333333333333,Medium
5700,Female,Group E,Some college,Standard,Completed,79.0,49.0,45.0,94.49,57.666666666666664,Medium
5701,Female,Group D,Some college,Standard,Completed,48.0,66.0,39.0,87.4,51.0,Medium
5702,Male,Group B,Bachelor's degree,Free/Reduced,,51.0,68.0,82.0,92.75,67.0,Medium
5703,Female,Group C,Bachelor's degree,Standard,,62.0,54.0,33.0,70.65,49.666666666666664,Low
5704,Male,Group E,Associate degree,Standard,Completed,81.0,76.0,86.0,95.44,81.0,High
5705,Female,Group A,Associate degree,Standard,Completed,12.0,15.0,9.0,75.08,12.0,Low
5706,Female,Group E,Some college,Standard,Completed,92.0,11.0,100.0,94.1,67.66666666666667,Medium
5707,Male,Group D,Master's degree,Standard,Completed,87.0,26.0,0.0,78.85,37.666666666666664,Low
5708,Female,Group C,Associate degree,Standard,Completed,44.0,51.0,65.0,70.71,53.333333333333336,Medium
5709,Female,Group A,Associate degree,Standard,Completed,45.0,78.0,85.0,70.41,69.33333333333333,Medium
5710,Male,Group D,Master's degree,Standard,Completed,76.0,84.0,50.0,82.71,70.0,Medium
5711,Female,Group B,Bachelor's degree,Standard,Completed,88.0,80.0,46.0,63.16,71.33333333333333,Medium
5712,Male,Group C,Bachelor's degree,Standard,,40.0,54.0,23.0,97.2,39.0,Low
5713,Male,Group D,Associate degree,Standard,,45.0,51.0,50.0,70.86,48.666666666666664,Low
5714,Male,Group D,Bachelor's degree,Standard,,0.0,36.0,84.0,73.42,40.0,Low
5715,Male,Group A,Bachelor's degree,Free/Reduced,,72.0,14.0,28.0,69.33,38.0,Low
5716,Male,Group B,Bachelor's degree,Standard,Completed,67.0,83.0,50.0,60.12,66.66666666666667,Medium
5717,Female,Group D,Some college,Standard,,91.0,82.0,71.0,87.7,81.33333333333333,High
5718,Male,Group C,High school,Free/Reduced,,11.0,64.0,93.0,83.62,56.0,Medium
5719,Male,Group D,Associate degree,Free/Reduced,Completed,87.0,67.0,85.0,92.39,79.66666666666667,High
5720,Female,Group E,Associate degree,Free/Reduced,,72.0,2.0,86.0,61.64,53.333333333333336,Medium
5721,Female,Group C,Some college,Standard,,34.0,51.0,12.0,97.15,32.333333333333336,Low
5722,Female,Group C,High school,Standard,,98.0,4.0,63.0,73.24,55.0,Medium
5723,Male,Group D,High school,Free/Reduced,,32.0,8.0,27.0,96.52,22.333333333333332,Low
5724,Male,Group A,Some college,Free/Reduced,,57.0,0.0,50.0,64.29,35.666666666666664,Low
5725,Male,Group C,Master's degree,Free/Reduced,Completed,34.0,51.0,4.0,89.76,29.666666666666668,Low
5726,Female,Group E,Master's degree,Standard,Completed,45.0,70.0,73.0,83.17,62.666666666666664,Medium
5727,Male,Group A,High school,Standard,Completed,83.0,85.0,8.0,74.33,58.666666666666664,Medium
5728,Female,Group A,Master's degree,Free/Reduced,,65.0,19.0,13.0,63.17,32.333333333333336,Low
5729,Male,Group A,Master's degree,Standard,,43.0,92.0,9.0,84.19,48.0,Low
5730,Female,Group C,Master's degree,Standard,,25.0,26.0,32.0,61.06,27.666666666666668,Low
5731,Male,Group A,High school,Free/Reduced,Completed,41.0,88.0,74.0,80.05,67.66666666666667,Medium
5732,Male,Group D,Master's degree,Free/Reduced,,76.0,98.0,39.0,84.17,71.0,Medium
5733,Male,Group A,Associate degree,Free/Reduced,,29.0,90.0,5.0,89.3,41.333333333333336,Low
5734,Female,Group E,High school,Standard,,31.0,62.0,50.0,99.65,47.666666666666664,Low
5735,Female,Group B,Some college,Standard,,35.0,74.0,35.0,70.4,48.0,Low
5736,Male,Group E,Master's degree,Standard,Completed,18.0,80.0,69.0,72.9,55.666666666666664,Medium
5737,Male,Group C,Bachelor's degree,Standard,Completed,21.0,30.0,60.0,73.65,37.0,Low
5738,Male,Group A,High school,Standard,,64.0,81.0,73.0,89.26,72.66666666666667,Medium
5739,Female,Group A,Some college,Free/Reduced,Completed,56.0,18.0,48.0,97.27,40.666666666666664,Low
5740,Male,Group D,Associate degree,Standard,Completed,10.0,92.0,68.0,98.97,56.666666666666664,Medium
5741,Male,Group A,Some college,Standard,Completed,25.0,78.0,82.0,97.83,61.666666666666664,Medium
5742,Male,Group E,Master's degree,Free/Reduced,,47.0,61.0,70.0,95.18,59.333333333333336,Medium
5743,Male,Group C,Bachelor's degree,Free/Reduced,Completed,18.0,6.0,23.0,99.64,15.666666666666666,Low
5744,Female,Group B,Master's degree,Free/Reduced,Completed,82.0,100.0,50.0,75.04,77.33333333333333,High
5745,Female,Group A,Some college,Free/Reduced,,11.0,51.0,41.0,97.93,34.333333333333336,Low
5746,Male,Group B,High school,Standard,Completed,66.0,70.0,18.0,90.44,51.333333333333336,Medium
5747,Male,Group A,Bachelor's degree,Standard,Completed,55.0,85.0,61.0,66.74,67.0,Medium
5748,Female,Group C,Bachelor's degree,Free/Reduced,Completed,17.0,75.0,74.0,61.82,55.333333333333336,Medium
5749,Female,Group E,Some college,Standard,,4.0,7.0,66.0,68.58,25.666666666666668,Low
5750,Male,Group C,Master's degree,Free/Reduced,,23.0,56.0,50.0,91.15,43.0,Low
5751,Female,Group B,Some college,Standard,Completed,77.0,81.0,37.0,85.27,65.0,Medium
5752,Female,Group A,Bachelor's degree,Standard,,37.0,27.0,5.0,68.97,23.0,Low
